client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
8ae3ff271ac9491a9b0cbc7040c7a698f7c3cecb4c2ede7d5ba252ef9ec660864927320fcf2e80da02bc5d12bc855f35c1ff3c3c25da64118ea1e66e4df73a59	common_voice_pt_19273361.mp3	Essa frase sempre aparece em minha mente.	0	2				pt	
0ff47d4c261bbbfb53b69eb749340af38a9e528ce4f866252501a92d97d6902139df350de00e1bc94a58cc9c76aad216c2aa66b77b137d0c36bab375d4dddf54	common_voice_pt_19276299.mp3	Muitos desses métodos não funcionam.	1	2				pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277043.mp3	Você não poderia ter uma cama maior aqui embora.	1	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277089.mp3	O açougueiro me deu um quilo de presunto de graça!	0	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277104.mp3	Vovó é uma pessoa que gosta de contar histórias.	1	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277139.mp3	Um cachorro pula na praia.	0	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277202.mp3	Você conta mentiras?	1	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277260.mp3	E? nesse humor? ele estava grato por estar apaixonado.	1	2	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278231.mp3	Ele habilmente destruiu o coelho.	2	3	twenties	male		pt	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278309.mp3	Eu vim para perguntar sobre o antílope.	0	2	twenties	male		pt	
