client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
97ecf3be4d003f962835f72e22f1f908c46d3fb05efacd65c43adc99459fdf6a51c2a551978fdf112fd48e7529b65911b2f657a6fc34a268470f4efd0c715b2a	common_voice_pt_19887534.mp3	Água, pedra e fogo, fuja se puder.	1	0	twenties	female		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918693.mp3	Observar um máximo de dois campos de conhecimento na aplicação é meramente indicativo.	0	1	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918715.mp3	Bom Dia.	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918771.mp3	Educar em um novo paradigma de gestão do conhecimento.	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918862.mp3	Nós temos tempo	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918958.mp3	Ele fez muito.	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19918988.mp3	duas meninas andando na rua	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19919083.mp3	Dois jogadores de beisebol colidem.	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19919132.mp3	Do bastião, o melhor é a espinha.	1	0	twenties	male		pt	
cd17741696da3a4401b613baaafd7515cdf571b024876dd7a4ca033382e5687e8d6ef34e385207ee6a1453609f598afdc1ff711f62c6f221c0bf572586ed08d5	common_voice_pt_19919196.mp3	Água, pedra e fogo, fuja se puder.	1	0	twenties	male		pt	
1fb52a9c50908326eabc9157887a7245169116f2af2ffdce3ebe458d71fc71232e3c4b5af3650ab74f9074e15e9d790848d1e14e8c44c550a8353ca0c0886dcd	common_voice_pt_19928325.mp3	Cinco homens de terno.	1	0	thirties	male		pt	
1fb52a9c50908326eabc9157887a7245169116f2af2ffdce3ebe458d71fc71232e3c4b5af3650ab74f9074e15e9d790848d1e14e8c44c550a8353ca0c0886dcd	common_voice_pt_19928350.mp3	Ela está sendo infectada com gripe.	1	0	thirties	male		pt	
cac2627f543eb8fd881e392242761d406178b1726bcaa7a567f337b4d2551a79a20b9c18298ae94d4a23eeb53897f4b2f22fda8160e88205a3a55a96bc838d24	common_voice_pt_19937822.mp3	A tela antes do fogo continuou nas faíscas.	1	0	fourties	male		pt	
9137f4fb9f04c364643fdab6e709a4dfa2430c9c933e4dd21130ce2d24b64706aff5eb540a352941a212a0c37022e67361a970805c44e303b302ab0b42bba7b2	common_voice_pt_21811595.mp3	Ele trabalha nessa área.	0	0	fourties	male		pt	
9137f4fb9f04c364643fdab6e709a4dfa2430c9c933e4dd21130ce2d24b64706aff5eb540a352941a212a0c37022e67361a970805c44e303b302ab0b42bba7b2	common_voice_pt_21842627.mp3	Você não pode dizer isso do meu pai!	1	0	fourties	male		pt	
9137f4fb9f04c364643fdab6e709a4dfa2430c9c933e4dd21130ce2d24b64706aff5eb540a352941a212a0c37022e67361a970805c44e303b302ab0b42bba7b2	common_voice_pt_21842628.mp3	Qual é o outro nome dele?	1	0	fourties	male		pt	
